"","year","lon","lat","cpue"
"1",1990,155.434967270086,29.1907836143548,45.843
"2",1990,145.718762074479,29.0566018508285,73.337
"3",1990,146.589051550519,31.3550493336404,58.609
"4",1990,154.244359411412,25.9930232139486,65.126
"5",1990,156.438256945054,35.2825222160029,17.021
"6",1990,149.486791664435,28.6154052211259,73.406
"7",1990,145.986704459718,27.579177186317,32.922
"8",1990,146.133501624038,31.3737634458257,38.738
"9",1990,154.125483393653,25.8755577522375,77.449
"10",1990,154.948453360602,26.3905734320768,61.503
"11",1990,158.469248792643,32.2803507054632,207.756
"12",1990,146.032401112744,31.6913480326982,55.022
"13",1990,150.707612640286,30.7177557962487,42.183
"14",1990,152.173246866117,36.3887189526799,77.003
"15",1990,150.658016428599,24.0807560723694,80.415
"16",1990,155.170676408218,33.0297203078374,154.447
"17",1990,150.274441446305,26.1874115355486,82.923
"18",1990,152.522510259655,28.8348426777907,51.623
"19",1990,154.822199043053,37.7501306212569,27.362
"20",1990,154.707677563699,29.2655218074217,188.299
"21",1990,158.359101893987,35.3019411967482,234.04
"22",1990,150.223199945713,30.4603276395791,42.236
"23",1990,146.317172917796,29.2729149924818,62.851
"24",1990,151.839774367515,28.8210144982951,84.94
"25",1990,147.911565135072,33.101216860728,53.525
"26",1990,155.240307774552,36.5768969352758,31.728
"27",1990,153.572625443938,21.3036514399087,73.559
"28",1990,152.846206279843,32.1168476712961,124.225
"29",1990,154.409574061161,29.0768528982363,208.86
"30",1990,154.931695857724,26.3827977005523,56.671
"31",1990,152.121286407925,23.9274960365263,120.413
"32",1990,150.574522636223,28.8066554541689,84.862
"33",1990,145.300877129812,29.8393186344127,54.794
"34",1990,150.258600812493,29.0149684662599,42.344
"35",1990,161.383938639993,34.242348296056,459.858
"36",1990,154.808373619065,31.7818596028711,62.046
"37",1990,151.216114278078,38.2630212741968,85.292
"38",1990,149.944862634974,27.8529732440079,108.285
"39",1990,155.438861848994,26.6197120297836,94.212
"40",1990,157.557612786911,30.3390662108365,379.157
"41",1990,146.210709174582,31.4705419126942,64.591
"42",1990,148.561195947362,32.1661874925864,57.764
"43",1990,152.295015214517,32.3760554692424,40.052
"44",1990,150.967567551307,24.5845640330202,68.276
"45",1990,150.538980790586,35.4354413008189,22.63
"46",1990,149.633889982339,35.5300688045268,65.878
"47",1990,158.078378254046,30.2268511637559,278.896
"48",1990,149.489136810614,29.282273360658,34.678
"49",1990,150.417953774867,23.0396550778208,188.343
"50",1990,151.331289766832,22.385943222777,63.885
"51",1990,155.801107197579,28.132879918289,211.169
"52",1990,154.738399086089,25.5473431272382,79.763
"53",1990,156.375389543455,27.9381137097155,66.232
"54",1990,150.404755108921,40.1614994294509,35.969
"55",1990,148.40411352651,32.5549704189192,72.852
"56",1990,150.882818278232,34.0100413081962,48.527
"57",1990,155.271067893806,30.3519940279481,179.794
"58",1990,149.867250438619,33.6539565611939,70.008
"59",1990,146.028829563137,30.3948266063634,43.847
"60",1990,152.838659218102,30.7584974198758,75.857
"61",1990,152.078427693001,21.9730468076388,71.316
"62",1990,145.458193089491,27.4241940172828,105.292
"63",1990,154.331338103788,35.163126055517,107.472
"64",1990,152.371666792745,28.0718991573994,76.167
"65",1990,150.044365978982,29.1036740915472,23.32
"66",1990,146.396678123463,31.2994436562923,34.42
"67",1990,159.738759089364,20.4986788862918,32.1
"68",1990,154.777122405352,25.9276760490839,51.363
"69",1990,148.195665875318,32.0281553429771,65.291
"70",1990,148.803568643758,35.7947258013012,30.663
"71",1990,150.569113285005,29.112407679201,45.64
"72",1990,148.540907663238,35.7415764127827,70.575
"73",1990,155.796439774103,38.9886585900537,67.458
"74",1990,145.959597266468,27.473830109323,62.03
"75",1990,153.354935041359,30.8890784119305,49.35
"76",1990,157.466800654382,36.7600936353301,18.737
"77",1990,153.41916602043,27.7243239789164,39.808
"78",1990,159.710741946431,31.4872480922474,327.008
"79",1990,148.195902076151,32.7615452890515,15.074
"80",1990,153.795120060189,33.2139209649438,108.828
"81",1990,156.505480414182,27.3496508235499,48.354
"82",1990,149.378178498354,29.6551203416767,62.468
"83",1990,150.59062883849,24.6303437949877,52.091
"84",1990,145.221731692049,27.3249405582499,95.652
"85",1990,154.877346320512,26.1021072893476,60.144
"86",1990,150.057482596832,30.4651130333608,81.199
