"year","lon","lat","cpue"
1990,146.176742613174,33.0054577384412,0
1990,146.224125087358,16.1644211124697,0
1990,141.789065555918,30.9076153099756,0
1990,135.325957481782,41.309435732524,0
1990,150.19347825867,33.5598565245185,84.419
1990,143.582249398418,35.7863637241891,42.338
1990,137.951354527282,31.2548562310369,0
1990,148.615902175194,24.5042946852301,0
1990,155.155177623752,31.8621174457296,196.756
1990,148.652451470487,21.0782497966697,0
1990,149.395766896614,32.4963182064804,0
1990,147.772782081569,28.1014210638661,0
1990,143.577094729451,31.3947674370119,0
1990,141.626709880838,30.1298568577823,0
1990,141.422555697507,36.7126219663714,0
1990,143.647360349425,21.5751873526669,0
1990,146.564823194919,20.5298287018153,0
1990,153.349033948614,23.083486513268,45.046
1990,149.461296365425,25.8136101394582,0
1990,139.922555496659,30.0128314484102,0
1990,146.748084879736,21.1347998868113,0
1990,148.946914296041,34.9983816626366,32.124
1990,147.990956224649,28.7298700052521,35.589
1990,158.044726434156,33.8461121239496,109.786
1990,141.071559555218,29.4882748522572,0
1990,146.852983639149,22.5039312175165,0
1990,145.396757812776,30.5145540871786,0
1990,139.39837824328,37.3124936129483,0
1990,143.749920755906,25.8030409177774,0
1990,147.759179992291,35.8796396874365,0
1990,143.795974098559,30.2389927449263,0
1990,138.799763126452,41.7694540063171,0
1990,147.891638566521,27.1239054179829,84.812
1990,143.048224481565,21.2724742685503,0
1990,144.684690301564,28.9638427959428,0
1990,144.238372920723,29.882696646752,0
1990,146.115548602029,22.597567357535,0
1990,149.414194251454,43.6384646151703,0
1990,144.312124504238,31.4598607848644,75.484
1990,134.455481373912,37.2486317633458,0
1990,154.375431086067,26.8378113309797,0
1990,144.188102522116,29.6240225208747,0
1990,147.175950694158,28.8231834295627,40.658
1990,155.192797494096,41.9374969435981,49.207
1990,145.806453595115,24.3067908968524,0
1990,141.7107957141,23.6392751382769,0
1990,151.036424214564,26.2159304242733,0
1990,148.936789604246,30.8383977218903,0
1990,147.904130538972,20.3964479442569,0
1990,139.04820217661,34.6169128468825,0
1990,147.099578266269,28.2295663631381,0
1990,139.226024866038,30.9161120096627,0
1990,149.418317289301,31.067082352302,25.348
1990,137.843923948663,23.1981219571863,0
1990,147.166410423726,26.0980393390982,0
1990,143.216935888112,34.8384461088415,11.507
1990,146.80865087468,31.2175264563732,0
1990,141.699261968588,24.3950103991121,0
1990,145.826094409275,23.9160801766366,0
1990,136.584205382684,33.1544605409387,0
1990,143.16656664938,35.6589590068794,32.353
1990,153.852669588921,22.5701306179371,0
1990,147.296298153075,30.8910111662481,83.47
1990,143.558981736275,26.2374368818189,0
1990,151.610597960994,32.6236761701235,0
1990,144.981583486701,34.4103280827352,0
1990,145.535585702435,32.1984723481432,0
1990,148.810285893742,27.6251060159172,66.768
1990,148.858276374066,27.330542289536,55.227
1990,143.064468456909,29.4749893808139,0
1990,143.592931248302,35.6635945883726,31.25
1990,152.897514398235,23.008391801027,21.921
1990,137.922973976809,31.83466510793,0
1990,145.229225454608,36.410057696327,0
1990,139.82240746306,30.891262396875,0
1990,138.185468137308,24.735464567129,0
1990,148.754774982286,36.6007005975234,0
1990,149.836113117145,33.7447598028014,208.311
1990,141.096831993087,22.3548392641785,0
1990,149.641906023221,30.6986305182896,143.672
1990,152.630645656854,23.5965134477373,18.627
1990,143.880658737024,34.2978168319712,0
1990,142.221685939161,22.2487917712056,0
1990,134.721058684025,32.984490139857,0
1990,147.922904188606,27.901989522033,0
1990,137.729801210686,39.2293375895202,0
1990,144.282823101017,35.686141932879,0
1990,144.852869458478,21.1908370886486,0
1990,146.153997112094,27.906668137403,0
1990,135.392947394793,31.3863891650336,0
1990,143.015583283502,33.0859840541355,0
1990,146.905411011774,20.8831876162402,0
1990,145.504957406531,32.2911956040434,0
1990,144.077425459119,25.3975881540603,0
1990,146.849599919658,33.0398365155906,0
1990,144.687318926394,33.104649808337,0
1990,146.664017050716,44.9203979400836,0
1990,145.624097034509,33.0413096037489,0
1990,145.051435115688,35.3459647457877,0
1990,149.940010836591,24.9152839598718,0
1990,140.761411535645,34.0153882302163,0
1990,149.109863717532,30.4484648300463,0
1990,140.923727647874,31.5298713395208,0
1990,150.32107162974,36.7839306868911,0
1990,141.160443571128,34.0330684540688,0
1990,151.511122850095,31.1275358731112,46.787
1990,147.385454151262,29.0319448275444,52.412
1990,141.674735387792,29.871556146684,0
1990,139.742860596291,27.9140537671102,0
1990,140.237823749441,33.7952857978721,0
1990,148.295475203305,39.4146415557824,0
1990,144.437681946903,35.0431814699066,0
1990,146.979255306919,27.4538659847237,0
1990,142.789597954235,31.6381170342023,0
1990,140.060026694981,25.1278943448695,0
1990,148.314024730575,26.7597872595638,79.453
1990,146.337177794103,30.9677467228878,0
1990,144.932455152266,39.6575248304817,0
1990,151.472885216006,32.3065568687676,0
1990,146.029165284752,35.5291868882264,0
1990,139.47815614853,31.2374322977078,0
1990,140.936458547391,26.9094099946071,0
1990,148.543784984953,32.6681186529208,0
1990,147.270851613054,29.781024273134,34.086
1990,151.697170849127,33.2200733346371,57.613
1990,136.372157719431,29.6409583190866,0
1990,146.548041996694,34.5928266584577,0
1990,147.794432153364,24.4232903716453,61.577
1990,145.484218024363,34.0471494929057,0
1990,141.191859835544,33.7539610375313,0
1990,148.220322599003,35.9608375459888,0
1990,138.205754473561,24.8523388052209,0
1990,146.426102240748,29.0891877173239,0
1990,143.792228673181,27.3786330662529,0
1990,152.44922600937,37.310216421872,0
1990,144.872412271994,29.0904030486929,0
1990,152.643839188987,28.9415695982744,82.819
1990,145.310311450428,31.993260760362,0
1990,150.670913448012,31.2552997258365,0
1990,137.917467118974,32.901456410429,0
1990,148.286812242509,26.3674912439793,114.693
1990,139.94848035095,37.6719480156836,0
1990,144.447827812822,26.3112091759301,0
1990,154.001573472006,28.299099380395,99.633
1990,143.693517543556,32.1126162722048,0
1990,141.030060405133,29.7998196835103,0
1990,145.993622322507,20.4784799487837,0
1990,152.903958904465,28.1992023236646,199.883
1990,137.386994102621,34.6558864940511,0
1990,144.21652098957,26.9019257768784,0
1990,137.160347582316,32.8168245042,0
1990,157.989307974873,29.4331686595732,221.768
1990,152.768033592292,29.217268277916,0
1990,148.000912172013,31.5348035363669,0
1990,149.338552288818,28.1383300218047,27.037
1990,152.993443435564,29.7899775560432,51.198
1990,148.616651449656,27.9313816572165,0
1990,139.435097947681,29.2429395277025,0
1990,138.817620862272,30.4689938134443,0
1990,151.03903246561,30.9963886624087,0
1990,149.850352148442,33.1158892681607,23.726
1990,146.558045297166,33.4370202781871,0
1990,148.145831595362,24.6240581668513,104.194
1990,146.131209724265,32.4578149972862,0
1990,148.064240036889,26.188841340067,50.716
1990,146.499528772032,27.0180096089498,0
1990,148.421537525063,26.5542506416163,57.766
1990,147.830996090429,29.7851160024933,46.022
1990,147.547602985038,31.8490741925836,0
1990,141.539253049558,33.7617015378508,0
1990,148.393880948369,27.3608222685788,51.79
1990,159.044411797896,32.8179278718356,93.241
1990,146.829280499563,35.3265029402855,0
1990,150.123807743364,40.5320345181054,0
1990,145.233281294192,31.6452226082471,0
1990,154.872036517531,38.4961022502806,0
1990,147.468299996834,25.96766259625,0
1990,145.846212330922,19.8786945972035,0
1990,143.496938035314,33.4915701721634,0
1990,143.280038213541,35.6775240403413,88.119
1990,145.401083938059,36.6496323191742,0
1990,149.371390497483,23.940473801079,40.426
1990,155.650183560299,25.8357164672347,40.376
1990,139.142363519854,31.3139829082514,0
1990,143.386366966546,30.3681966033689,0
1990,143.205261133095,29.9993985089778,0
1990,143.063791678975,24.5346725327294,0
1990,143.065977862461,21.3320116068612,0
1990,148.713895821786,39.4789854149361,0
1990,144.858853666481,32.5812539435955,0
